# index, as_id, _pos
2705,7884,"array([ 5.76784745, -6.79309631])"
2706,2706,"array([ 5.27730303, -7.19861963])"
2707,2707,"array([ 5.38321229, -7.47661874])"
2708,6983,"array([ 5.61860324, -7.27637735])"
2709,5248,"array([ 6.44549519, -6.08001943])"
2710,6984,"array([ 5.99791644, -6.68964194])"
2711,2711,"array([ 5.74555063, -7.42196552])"
2712,8396,"array([ 5.02604574, -7.0814457 ])"
2713,2713,"array([ 5.03147107, -7.2645783 ])"
2714,2714,"array([ 5.9002488 , -6.77981331])"
2715,2715,"array([ 5.69009053, -6.77745915])"
2716,5251,"array([ 6.35295867, -6.08527861])"
2717,6986,"array([ 5.94202826, -6.94950336])"
2718,7886,"array([ 5.69652769, -6.94475989])"
2719,8397,"array([ 5.24290364, -6.38363974])"
2720,6989,"array([ 5.67710777, -6.74288072])"
2721,5256,"array([ 6.16652043, -6.13076874])"
2722,6990,"array([ 5.3466992 , -7.21511981])"
2723,6991,"array([ 5.84687549, -7.0130323 ])"
2724,6992,"array([ 5.5065697, -7.292982 ])"
2725,6993,"array([ 5.74612841, -7.33000164])"
2726,6994,"array([ 5.28149111, -7.41653424])"
2727,6995,"array([ 5.2661759 , -7.49118708])"
2728,6996,"array([ 5.23849114, -6.90061077])"
2729,6997,"array([ 5.88654304, -7.34982225])"
2730,6998,"array([ 5.72485086, -7.54572216])"
2731,7888,"array([ 5.54410528, -7.52376857])"
2732,8398,"array([ 4.37949526, -6.14399123])"
2733,8399,"array([ 5.10768081, -6.6204756 ])"
2734,7891,"array([ 5.99113042, -6.81794701])"
2735,7003,"array([ 5.45649419, -7.62432197])"
2736,7892,"array([ 6.00377345, -6.91382855])"
2737,7893,"array([ 6.0450288 , -6.83617947])"
2738,7006,"array([ 6.13822031, -7.03425478])"
2739,7894,"array([ 5.97401046, -6.83099711])"
2740,7895,"array([ 5.43742765, -7.25074585])"
2741,10349,"array([ 6.18745406, -6.69367099])"
2742,10468,"array([ 5.58546762, -7.51275877])"
2743,8402,"array([ 5.04650748, -6.59033315])"
2744,2744,"array([ 6.27302732, -6.24794888])"
2745,10535,"array([ 5.41258867, -6.85353137])"
2746,7900,"array([ 5.78734484, -7.16487635])"
2747,7014,"array([ 5.8160988 , -6.93793347])"
2748,7015,"array([ 5.52139637, -6.97139051])"
2749,7016,"array([ 5.91957689, -7.05579584])"
2750,7017,"array([ 5.67484378, -7.04860557])"
2751,7018,"array([ 5.17354373, -7.01722356])"
2752,2752,"array([ 6.16965047, -6.75278159])"
2753,7019,"array([ 5.577957  , -7.00256476])"
2754,7020,"array([ 4.69021405, -6.99790433])"
2755,7021,"array([ 5.1838315 , -7.55458784])"
2756,7022,"array([ 5.77113307, -7.29337357])"
2757,7023,"array([ 5.54113885, -7.27539335])"
2758,10352,"array([ 5.95318369, -7.4400815 ])"
2759,7902,"array([ 6.1406282 , -6.94526561])"
2760,7026,"array([ 5.73116176, -6.89557144])"
2761,7903,"array([ 5.76006809, -6.6769604 ])"
2762,8405,"array([ 5.04841189, -6.26129814])"
2763,7029,"array([ 5.38082164, -6.99897307])"
2764,2764,"array([ 4.72820023, -7.37800621])"
2765,8406,"array([ 5.03087352, -6.51082722])"
2766,2766,"array([ 5.62923484, -6.75841568])"
2767,8407,"array([ 5.52650618, -6.43562984])"
2768,8408,"array([ 5.20397995, -6.49170724])"
2769,7033,"array([ 5.64864432, -7.50885515])"
2770,7908,"array([ 5.72402517, -6.44728884])"
2771,7035,"array([ 5.48426911, -6.92760807])"
2772,2772,"array([ 4.74487141, -7.31821812])"
2773,5303,"array([ 6.10476139, -6.60839968])"
2774,8409,"array([ 4.57690254, -6.31827097])"
2775,7037,"array([ 5.64642979, -7.27113599])"
2776,7038,"array([ 5.64873397, -7.78926448])"
2777,7910,"array([ 5.66362149, -7.59358258])"
2778,7040,"array([ 5.56860014, -6.74692394])"
2779,5309,"array([ 6.31611439, -6.29266066])"
2780,7041,"array([ 5.47563605, -6.87537548])"
2781,7042,"array([ 5.48517342, -7.63424086])"
2782,7043,"array([ 5.61091912, -7.22897788])"
2783,7044,"array([ 5.86147025, -6.82726985])"
2784,8410,"array([ 5.98565441, -6.46577697])"
2785,7046,"array([ 5.78118446, -7.04173234])"
2786,7047,"array([ 5.4329093 , -6.94553508])"
2787,8411,"array([ 4.41481424, -6.1084169 ])"
2788,7913,"array([ 5.4218991 , -7.07048598])"
2789,7050,"array([ 6.30559207, -7.53345014])"
2790,7051,"array([ 5.86531061, -7.46716656])"
2791,7052,"array([ 5.34626611, -7.38021535])"
2792,7053,"array([ 5.79270549, -6.9652094 ])"
2793,5323,"array([ 6.42433214, -6.26232239])"
2794,5324,"array([ 6.02753913, -7.02853793])"
2795,7054,"array([ 5.91416369, -6.79886879])"
2796,7055,"array([ 5.10615863, -7.00838002])"
2797,7914,"array([ 5.80152253, -6.62918421])"
2798,7057,"array([ 5.48202668, -7.32654506])"
2799,7058,"array([ 5.77433208, -7.06773645])"
2800,7915,"array([ 5.79547022, -7.23565605])"
2801,8412,"array([ 5.14420826, -6.78218368])"
2802,7061,"array([ 5.91042734, -6.705915  ])"
2803,7062,"array([ 6.03683776, -7.29875076])"
2804,8413,"array([ 5.76368224, -6.39504261])"
2805,7064,"array([ 5.32256582, -7.32077755])"
2806,7065,"array([ 5.47318131, -7.24702905])"
2807,7066,"array([ 5.66569983, -7.6811997 ])"
2808,7918,"array([ 5.38568655, -7.02082575])"
2809,5339,"array([ 5.66509252, -7.26575707])"
2810,7068,"array([ 5.70665442, -6.75474745])"
2811,10536,"array([ 5.63337274, -6.63784823])"
2812,7070,"array([ 5.56055832, -7.1359948 ])"
2813,7071,"array([ 5.24170248, -7.2150977 ])"
2814,7920,"array([ 5.43056949, -7.51195064])"
2815,10354,"array([ 5.45135875, -6.62905103])"
2816,7922,"array([ 5.49538468, -7.02810635])"
2817,7923,"array([ 5.51410574, -6.99699526])"
2818,10355,"array([ 5.69831025, -6.7337123 ])"
2819,2819,"array([ 5.5527724 , -6.65605569])"
2820,2820,"array([ 5.22834981, -6.65210577])"
2821,8417,"array([ 5.55569936, -6.37182037])"
2822,2822,"array([ 5.20648366, -6.42834388])"
2823,7078,"array([ 5.7546872, -7.1530901])"
2824,7079,"array([ 5.41508802, -7.13105143])"
2825,7080,"array([ 5.45279571, -7.87081487])"
2826,10471,"array([ 5.5932769 , -7.22653672])"
2827,7927,"array([ 5.07483183, -7.04877254])"
2828,2828,"array([ 5.57774181, -7.12793828])"
2829,7928,"array([ 5.46886  , -6.5916941])"
2830,7929,"array([ 5.49789405, -7.11931014])"
2831,2831,"array([ 5.14344204, -5.93181057])"
2832,2832,"array([ 5.16549465, -6.08766426])"
2833,2833,"array([ 5.1003634 , -5.94364317])"
2834,2834,"array([ 5.1738047 , -6.19874539])"
2835,8419,"array([ 5.6812881 , -6.32152203])"
2836,2836,"array([ 5.17979599, -6.14346893])"
2837,2837,"array([ 5.13921465, -6.00016456])"
2838,10357,"array([ 5.67032405, -7.88812027])"
2839,7087,"array([ 5.77302279, -6.61067812])"
2840,2840,"array([ 5.20990914, -6.12185983])"
2841,2841,"array([ 5.19050218, -5.96972855])"
2842,10358,"array([ 5.90091053, -6.84797772])"
2843,2843,"array([ 5.14472937, -6.14510441])"
2844,7089,"array([ 5.86327367, -7.11657282])"
2845,2845,"array([ 5.0811482 , -6.00258625])"
2846,7933,"array([ 5.27061433, -7.39658633])"
2847,2847,"array([ 5.0729881 , -6.42088454])"
2848,2848,"array([ 4.9102605 , -6.45101741])"
2849,7091,"array([ 5.59660922, -7.32903736])"
2850,7092,"array([ 5.46202609, -7.10347179])"
2851,7934,"array([ 5.60735357, -6.54112102])"
2852,2852,"array([ 5.15307525, -6.52814106])"
2853,2853,"array([ 5.0086497 , -6.46941405])"
2854,2854,"array([ 5.1289338, -6.5767833])"
2855,2855,"array([ 5.13756437, -6.60377226])"
2856,2856,"array([ 5.25985291, -6.70065623])"
2857,8422,"array([ 5.26897043, -6.25914847])"
2858,7095,"array([ 5.99486441, -7.03655579])"
2859,7096,"array([ 5.67446526, -7.28016138])"
2860,2860,"array([ 4.97604451, -6.6898815 ])"
2861,2861,"array([ 5.26696205, -6.40093772])"
2862,8423,"array([ 4.83621273, -6.87461149])"
2863,7098,"array([ 5.60771428, -7.18859061])"
2864,8424,"array([ 5.69667942, -6.17150038])"
2865,2865,"array([ 4.55386167, -6.91494388])"
2866,7938,"array([ 5.49816548, -6.91781303])"
2867,7101,"array([ 5.40102126, -7.44291617])"
2868,8425,"array([ 5.60630196, -6.33533895])"
2869,10359,"array([ 5.69789227, -6.97663449])"
2870,7941,"array([ 5.39188916, -7.13664993])"
2871,2871,"array([ 5.46139103, -6.73637173])"
2872,5377,"array([ 5.34144215, -6.35055787])"
2873,5378,"array([ 5.46466423, -6.77936375])"
2874,2874,"array([ 5.12417715, -6.85475489])"
2875,2875,"array([ 4.78630051, -6.97257474])"
2876,2876,"array([ 5.36302293, -6.50852143])"
2877,5379,"array([ 5.03051143, -6.64178355])"
2878,5380,"array([ 5.33667549, -6.18037282])"
2879,5381,"array([ 4.52727553, -6.89284545])"
2880,5382,"array([ 5.26236657, -6.47882889])"
2881,7105,"array([ 5.59007291, -7.20793953])"
2882,5384,"array([ 5.29215225, -7.02776281])"
2883,5385,"array([ 5.11416218, -6.56925173])"
2884,7106,"array([ 5.69082022, -7.35956434])"
2885,5387,"array([ 4.92835662, -5.91758823])"
2886,5388,"array([ 5.43636874, -6.90171009])"
2887,5389,"array([ 5.51273406, -6.56884689])"
2888,5390,"array([ 5.41412942, -6.8078537 ])"
2889,5391,"array([ 5.22670835, -7.05924438])"
2890,5392,"array([ 5.39569456, -6.40498042])"
2891,5393,"array([ 5.52819765, -6.33507946])"
2892,5394,"array([ 5.54995657, -6.2759972 ])"
2893,5395,"array([ 5.57195339, -6.25661178])"
2894,5396,"array([ 5.15257435, -6.36791886])"
2895,2895,"array([ 4.96020481, -6.50839555])"
2896,5397,"array([ 5.5362075 , -6.24965525])"
2897,5398,"array([ 5.07589523, -6.54131734])"
2898,5399,"array([ 4.71946442, -6.62275494])"
2899,2899,"array([ 5.58769024, -7.36970797])"
2900,2900,"array([ 5.63004681, -7.11723573])"
2901,2901,"array([ 5.97834909, -7.00036599])"
2902,2902,"array([ 5.66151609, -7.54689089])"
2903,5400,"array([ 5.16392821, -6.67135787])"
2904,5401,"array([ 5.34270572, -6.55492003])"
2905,2905,"array([ 5.47716008, -7.09523228])"
2906,5402,"array([ 4.99024125, -6.04103473])"
2907,2907,"array([ 5.61006282, -7.56063974])"
2908,5403,"array([ 5.11202418, -6.59486347])"
2909,7107,"array([ 5.63018551, -7.31024141])"
2910,5405,"array([ 5.1015582, -6.5238469])"
2911,2911,"array([ 5.43873397, -7.20714887])"
2912,10537,"array([ 5.72584255, -7.22462383])"
2913,5407,"array([ 5.48525127, -6.66002124])"
2914,2914,"array([ 5.54061673, -6.97667134])"
2915,2915,"array([ 5.11478463, -7.30747304])"
2916,5408,"array([ 5.00675632, -6.28146361])"
2917,2917,"array([ 5.406368  , -6.78631551])"
2918,2918,"array([ 5.65440187, -7.09300949])"
2919,5409,"array([ 5.3984399 , -6.70242711])"
2920,5410,"array([ 5.27732992, -6.75978371])"
2921,7943,"array([ 5.85994629, -7.16667373])"
2922,5412,"array([ 5.29291271, -6.60960782])"
2923,5413,"array([ 5.46457291, -6.90006335])"
2924,5414,"array([ 5.16633649, -6.55444044])"
2925,5415,"array([ 5.5334981 , -6.40303253])"
2926,5416,"array([ 5.34677312, -6.97001925])"
2927,5417,"array([ 5.09565511, -6.71849234])"
2928,5418,"array([ 5.4270608 , -6.78078712])"
2929,10361,"array([ 5.59153892, -6.9743522 ])"
2930,10473,"array([ 5.57848375, -7.27262765])"
2931,5421,"array([ 5.76764932, -6.43487605])"
2932,5422,"array([ 5.1464985 , -7.03014811])"
2933,2933,"array([ 5.58719607, -7.10936121])"
2934,5423,"array([ 4.80115869, -6.67552691])"
2935,5424,"array([ 5.0382779 , -6.60976827])"
2936,5425,"array([ 5.44788583, -7.49907016])"
2937,5426,"array([ 5.36680744, -6.57951979])"
2938,5427,"array([ 5.2312746 , -6.74479575])"
2939,5428,"array([ 4.92301157, -7.07511553])"
2940,5429,"array([ 6.02078717, -6.83515419])"
2941,2941,"array([ 5.82916678, -6.91624999])"
2942,5430,"array([ 5.30810575, -6.48693647])"
2943,5431,"array([ 4.78916648, -6.43052378])"
2944,5432,"array([ 4.94326776, -6.83505533])"
2945,5433,"array([ 4.66178804, -6.20252298])"
2946,5434,"array([ 5.09104497, -6.45269896])"
2947,5435,"array([ 5.0152981 , -6.59817056])"
2948,5436,"array([ 4.93392104, -6.60955478])"
2949,7946,"array([ 5.77889454, -6.69429062])"
2950,7113,"array([ 5.51634893, -6.9488726 ])"
2951,10363,"array([ 5.79766646, -6.94597035])"
2952,7115,"array([ 5.63202728, -7.04817113])"
2953,5441,"array([ 5.49777561, -6.12488312])"
2954,5442,"array([ 5.44354903, -6.05092679])"
2955,5443,"array([ 5.46720791, -6.23526809])"
2956,5444,"array([ 5.56713889, -6.07297844])"
2957,5445,"array([ 5.44850695, -6.19667333])"
2958,5446,"array([ 5.4295048 , -5.97946915])"
2959,5447,"array([ 5.50817067, -5.98367571])"
2960,5448,"array([ 5.43741062, -6.22713999])"
2961,5449,"array([ 5.47188734, -5.96197863])"
2962,5450,"array([ 5.54379204, -5.96325697])"
2963,5451,"array([ 5.50734189, -5.94403125])"
2964,8431,"array([ 5.41885558, -6.53137615])"
2965,7949,"array([ 5.91752408, -7.29973523])"
2966,2966,"array([ 5.91132642, -7.16904994])"
2967,10672,"array([ 5.65688157, -6.88643797])"
2968,5455,"array([ 5.49612167, -6.23510778])"
2969,5456,"array([ 5.52996494, -6.08589598])"
2970,5457,"array([ 5.4831848 , -6.07223622])"
2971,7951,"array([ 5.60454615, -7.47623519])"
2972,5459,"array([ 5.36118065, -6.77309896])"
2973,7120,"array([ 5.70504935, -7.75641977])"
2974,8433,"array([ 5.25141465, -6.62156039])"
2975,5462,"array([ 5.40726642, -6.87157486])"
2976,5463,"array([ 4.75590451, -6.75016519])"
2977,7122,"array([ 5.25292649, -7.23437726])"
2978,5465,"array([ 4.98824042, -6.86386623])"
2979,5466,"array([ 5.20652479, -6.99973249])"
2980,5467,"array([ 5.01017959, -6.10006819])"
2981,5468,"array([ 4.46313652, -6.13938125])"
2982,5469,"array([ 4.97142408, -6.48443731])"
2983,5470,"array([ 4.91333851, -6.17510639])"
2984,5471,"array([ 4.40556022, -6.24986709])"
2985,8434,"array([ 5.01292971, -6.62336467])"
2986,7124,"array([ 5.76742609, -7.430997  ])"
2987,5474,"array([ 5.51247586, -6.66593542])"
2988,7125,"array([ 5.48122955, -7.85562335])"
2989,7954,"array([ 5.61014246, -6.81897332])"
2990,7127,"array([ 5.53146228, -7.10870398])"
2991,7128,"array([ 5.17828113, -7.03821623])"
2992,5479,"array([ 5.28784237, -6.20894107])"
2993,5480,"array([ 4.62279153, -6.1836242 ])"
2994,5481,"array([ 5.28860612, -6.49157412])"
2995,5482,"array([ 5.19506847, -6.61376324])"
2996,5483,"array([ 5.51543014, -6.51968444])"
2997,5484,"array([ 4.88499496, -6.6093408 ])"
2998,10475,"array([ 5.9578401 , -7.05108336])"
2999,5486,"array([ 5.73218257, -7.12761985])"
3000,10366,"array([ 5.64939334, -7.48596788])"
3001,10367,"array([ 5.98167225, -7.21752513])"
3002,7132,"array([ 5.67701939, -6.64340639])"
3003,5490,"array([ 5.41718417, -6.82416338])"
3004,5491,"array([ 5.36832442, -6.65482904])"
3005,5492,"array([ 5.39008427, -6.45864999])"
3006,7133,"array([ 5.57513663, -7.0603408 ])"
3007,5494,"array([ 5.90965474, -6.82189783])"
3008,5495,"array([ 4.59741352, -6.21834509])"
3009,5496,"array([ 5.38400553, -6.84850154])"
3010,7958,"array([ 5.49119981, -7.04467596])"
3011,5498,"array([ 4.91750189, -7.13253902])"
3012,5499,"array([ 5.21251472, -6.34337832])"
3013,5500,"array([ 5.25751912, -6.64207537])"
3014,5501,"array([ 5.27353967, -6.51333009])"
